Filename,Threads,Memory(MB),Time(s)
data/data_50M_p64.bin,1,512,470.208
data/data_50M_p64.bin,2,512,170.385
data/data_50M_p64.bin,4,512,94.2978
data/data_50M_p64.bin,8,512,69.4224
data/data_50M_p64.bin,16,512,71.3604
data/data_50M_p64.bin,32,512,83.842
data/data_50M_p64.bin,64,512,102.726
